,sentiment,content,label,stop_words
38193,happiness,joined twitter thanks amp,7,4
38194,neutral,anyone remember izone camera well still mine pretty rad,3,2
38195,happiness,reading book sunshine goona good day,7,4
38196,happiness,congratulation,7,0
38197,relief,relaxing working mother day oh well good day hope well,5,7
38198,relief,finally synced ipod,5,0
38199,worry,buy sleep need,1,7
38200,neutral,fine thanks wbu,3,1
38201,neutral,happy mother day,3,0
38202,worry,back twit much hw post something interesting think,1,8
38203,surprise,lady,4,4
38204,love,hello wishing mother happy mother day today amp everyday amp happy tweeting,6,2
38205,enthusiasm,catching teevee show,4,3
38206,happiness,hehee yea supposed sound mean hahhaa,7,2
38207,happiness,awesome milkshake areo mint blended wa like lumpy smoothie chattering,7,11
38208,happiness,cool bean yeah man prob,7,3
38209,worry,robbie wadge doe anyone know robbie calling robbie,1,3
38210,happiness,thanks following hope well cant wait see australia ya come,7,9
38211,worry,indo girl thai traditional clothes object tourist wat arun,1,4
38212,happiness,haha dude date wish ur day oth november also turn reply please,7,8
38213,happiness,happy mother day,7,0
38215,happiness,friend call quot mother earth quot ever seems nurturing second nature god baby,7,8
38216,happiness,happy mother day milfs,7,4
38217,fun,sound cool liverpool ace especially like beatles co museum shop dedicated,4,7
38218,neutral,really install harddrive get boot school imacs,3,8
38219,happiness,addicted sociable,7,2
38220,neutral,morning sun shining bird singing time cuppa garden reading tweet,3,7
38221,happiness,much appreciated yeah sure challenge great reward would trade anything,7,4
38222,happiness,love everrything breadtalk would eat whole place could,7,3
38223,surprise,hi simon new thought tell jimmy carr ha tweeted make star trek movie,4,9
38224,neutral,good morning think ha stopped raining past three day care,3,9
38225,happiness,oh twas brilliant idea say say idea woman,7,11
38226,happiness,boarding u enterprise warp speed ahead fb,7,1
38227,happiness,saw pic awesome,7,2
38228,relief,sound like plan nice see positive thinking though rather usual quot medium dead quot tosh,5,5
38229,love,happy mother day mom,6,0
38230,love,nutella croissant mango melon coffee lovely stalk iris breakfast bed courtesy house til noon,6,9
38231,happiness,haha came home long night saw tweetie wa khayyam wakil usually announce shit lol,7,6
38232,happiness,aww thank soulmate haha,7,1
38233,sadness,awww bless indeed coming day woooo,0,4
38234,neutral,mmm one thing forgot give kudos drea elisa ise amp shelane helping greek week thanks lady,3,6
38235,neutral,happy mother day,3,0
38236,sadness,ah cool yeah see really handy thanks,0,2
38237,neutral,mccoy initial rant,3,1
38238,happiness,like already new follower join midst zombie mayhem,7,4
38239,hate,working painting due school hating sleeping damn day starting late,2,8
38240,neutral,thought rae family,3,5
38241,happiness,hey ive seen musical live funny lol,7,2
38242,sadness,gatorade first thing morning yumyum feeling shattered must arise revise tomorrow,0,6
38243,happiness,came back home ne gig another fun night skankin workout,7,3
38244,neutral,listening hallelujah youtube leonard cohen win xfactor,3,1
38245,neutral,woke shopping today birthday kinda,3,4
38246,happiness,hi wa getting tought could write something today gon na go shopping soo fun,7,7
38247,happiness,heya hour famine start may nd gon na take part,7,3
38248,hate,bored hehehe hate ipt,2,1
38249,relief,happy mother day mom gave mom rose treat max restaurant,5,11
38250,neutral,ngobrolin favorite band moment cii kesian ya kamu speakernya rusak hahaha benerin dong ci,3,2
38251,happiness,avenue raining cool,7,3
38252,neutral,already,3,1
38253,relief,lovely hubby ha spray tanned back leg hopefully wo look like allsort much longer,5,8
38254,fun,really always dirty ha ha sex addiction,4,4
38255,fun,justin timberlake easily become reiki master,4,4
38256,happiness,cheer,7,2
38257,neutral,picnic table cruet set,3,1
38258,surprise,cheer tony btw notice swear word tweet,4,3
38259,neutral,go msnnnn ring home phone,3,5
38260,sadness,ohtays make sense cool,0,3
38261,sadness,need push diet last level good last week lost lb better gain,0,4
38262,happiness,oh jealous though missing fried potato bread,7,2
38263,happiness,nothing sort nevertheless shall go share magnificence wider world,7,7
38264,happiness,hahaha gutted birthday soon wait haha,7,8
38265,worry,odee early qot call heard lonq time,1,6
38266,worry,good morning twitter,1,0
38267,happiness,best sunday,7,6
38268,neutral,today menu worry,3,3
38269,happiness,coraline wa scary yesterday puke luckily ahaa week amp day till baby,7,2
38270,happiness,lmfao omgosh first heard song felt like wa gon na pee omgosh waltzer man lol xoxo,7,7
38271,worry,happy mother day beautiful mommy,1,2
38272,enthusiasm,happy bee starting feel better amp cant wait birthday day,4,7
38273,happiness,busy lovely time,7,3
38274,love,bring win best movie ever best actress singer dancer role model ever lt xoxo,6,8
38275,happiness,hey samantha welcome happy mother day,7,1
38276,worry,getting message add recieve soz new,1,11
38277,relief,feel better today,5,1
38278,happiness,thanks work treat need post xml really though thinking emulate rail activeresource,7,4
38279,love,happy mother day mom love always,6,1
38280,neutral,wa saying thing yesterday droped tweet smarted thing bussiness wise find real people,3,6
38281,relief,definitely win life,5,2
38282,surprise,sure suprisingly addictive tho signed month trying resist,4,7
38283,fun,got back kuantan sooooooo much fun,4,3
38284,enthusiasm,great song cobra starship feat leighton meester,4,0
38285,happiness,way take photo park,7,5
38286,happiness,wooo recovering running race life yest managed min sec bad absolutley trianing,7,5
38287,neutral,keeping chilled,3,1
38288,worry,n mind whistler actually whistling tune whistle nothing drive crazy,1,9
38289,enthusiasm,awake ready learn little,4,3
38290,happiness,bought awesome shooeessss,7,0
38291,neutral,hello new follower lang po tweet meet,3,2
38292,love,band recommended steph gt paramore else great band consists gt hayley williams josh farro zac farro jeremy davis best band,6,2
38293,happiness,watch arsenal chelsea today,7,3
38294,neutral,way crumbles cookie wise,3,3
38295,neutral,let first,3,3
38296,worry,got prerecorded phone call jj asking vote admk led front phone number hyderabad connection,1,4
38297,love,hahahaah lamo thats bad xdd want oneshot go thurther hehe like bedroom xdd,6,3
38298,neutral,thank usually learning happens get little rest review note reminds better get rest,3,9
38299,happiness,forward starting teaching new student hypnosis plenty laugh sure,7,7
38300,love,ohi would marry travis pastrana second attractive sweetest thing doe attractive ha,6,9
38301,neutral,celtic life,3,6
38302,happiness,awesome keep look,7,6
38303,fun,yeah like,4,1
38304,neutral,tamlyn wish wa cool sock draw,3,3
38305,fun,agree truly coolest best thing everyday definitely would trade anything dad ftw,4,5
38306,hate,hah well least saying tory fatty watty,2,5
38307,neutral,hey watch post many advert twitter feed would normally follow blog interesting,3,8
38308,relief,downloaded podcast bus stop,5,2
38309,happiness,omg best roast ever im full haha,7,5
38310,neutral,cake anyone,3,0
38311,love,happy mother day,6,0
38312,worry,still crossing finger fun group,1,3
38313,sadness,thanks babe guess find right person one day til better alone,0,5
38314,happiness,finally home tomorrow day quot amazing quot,7,2
38315,surprise,uh oh creeping th spot hahaha,4,4
38316,hate,song overplayed hate care right cuz wanted listen,2,9
38317,love,yaaay back finally love reading tweet p,6,3
38318,relief,sure repeated soon seems tv quite lot lately glad mentioned last night watched,5,8
38319,relief,hhahaa well strange woke empty house ahah lolllllyyyyyyyy lt love dog,5,6
38320,fun,morning football today thinking learning applescript,4,2
38321,neutral,thanks,3,0
38322,happiness,thanks hun next time go,7,3
38323,neutral,think going movie tonight oda,3,4
38324,happiness,took advice wa enjoyable small alone would come lol,7,13
38325,relief,dunno maybe flu feel bitbetter,5,2
38327,worry,finally getting bed night tweeples,1,1
38328,neutral,well mina gerais first runner well,3,5
38329,relief,already book,5,4
38330,happiness,dream world battle evil spork horde later folk,7,3
38331,enthusiasm,work dig dug get level without dying mega man tomorrow work goal level minute,4,9
38332,love,shecky happy mom day well many come,6,4
38333,neutral,yes addicted half twitter friend update,3,4
38334,worry,maxxie anwar ep think one next,1,5
38335,happiness,good morning one ore day yay twittertakeover,7,1
38336,happiness,yay playing scattegories random joel may amp sherman,7,3
38337,neutral,tha internet txt,3,3
38338,neutral,happy mother day mom,3,3
38339,neutral,hey tallebudgera creek pm visiting anita special tree could almost bumped,3,6
38340,happiness,went church wa different lol,7,2
38341,love,happy mother day mom,6,5
38342,surprise,oooh goodluck rest,4,4
38343,neutral,listened song myspace really good,3,5
38344,worry,well said please take hand ca cope set fox,1,6
38345,relief,know share follower wonderful sun shining brightly darkest africa,5,8
38347,fun,driving fast much fun went hahaha goodnight,4,3
38348,happiness,know feeling way well nice walk,7,3
38349,happiness,watching america next top model yah haha,7,0
38350,love,mention spending time two bffs totally worth,6,4
38351,neutral,guess blue sky mean today,3,2
38352,love,aww lovely pic,6,0
38353,neutral,morning checking still find twhirl,3,4
38354,love,making mix minute far aiming minute loving far dj sugarfree,6,3
38355,love,best hot chocolate ever chilli way back uk need lovely bed oh sunday roast mmmm,6,9
38356,happiness,really cool pc mac well ooooooooold iphone tho,7,9
38357,worry,food fridge time grocery shopping via internet could get used shopping like,1,5
38358,happiness,phone ultra fast latest firmware update installed,7,6
38359,happiness,amazing night girl,7,4
38360,love,left naked little bed even though foot stll hurt nite wa made,6,5
38361,happiness,facepanda cool,7,1
38362,surprise,whoa fast check submitted comment oh thanks,4,6
38363,sadness,oh obviously back stupid sleep schedule luckily church tomorrow,0,6
38364,happiness,always good polish comfort home nothing mischevious went fab night gossiping,7,10
38365,love,happy mother day mom,6,5
38366,love,yea look good flower mean,6,2
38367,neutral,saw star trek hardcore fan anything wa really good get,3,7
38368,love,lookin forward lovely meal grandparent th posh italian,6,4
38369,worry,start people coming go melbourne short stack originally still,1,12
38370,worry,wait till vacation end shud cycling lot,1,3
38371,neutral,well long back elevate,3,3
38372,fun,ok sick date suit thursday night friday night sat night think laast night get quick,4,5
38373,happiness,heading office quiet stockholm least sunny,7,7
38374,fun,soon good luck brawn mclaren fix look sharp p,4,2
38375,fun,peep remix quot wu dynasty quot remix tape delayed give idea,4,7
38376,neutral,check ya bit im mother day haircut ciao,3,3
38377,hate,maybe memory suck,2,3
38378,neutral,oh mix khichadi seems ready time lunch,3,5
38379,happiness,best weekend ever xxxxxxxxxxxxxxxxxxxxxx,7,2
38380,hate,hi yes absolutely terrible earth doe hear good tune ear lol,2,6
38381,neutral,also,3,0
38382,relief,lookin good mate,5,0
38383,worry,hey write yet little girl middle ride,1,7
38384,worry,gon na go outside daddy gon na take ride new triumph,1,3
38385,worry,listening dead ocean actually listened twice row short pleasing,1,9
38386,love,listening mendelssohn italian symphony lovely,6,1
38387,neutral,hubby arrived getting ready ranchero,3,3
38388,fun,notebook marvellous film,4,1
38389,neutral,loong day bed cuddling papabear watching south park yay bday bbq tomorrow ca wait,3,4
38390,fun,follow follow simple,4,4
38391,neutral,watching zdf fernsehgarten great andrea back last,3,6
38392,enthusiasm,lazy sunday finally,4,2
38393,neutral,gone back ca see anything obvious know apple store today anyway,3,10
38394,love,heey awsome god bless,6,1
38395,happiness,amy meredith ha soccer team well also news soccer team aswell xx,7,4
38397,worry,motorcycle sale road mind stupid get summer month away,1,11
38398,happiness,good evening,7,0
38399,neutral,pair fringe tuesday smell like win imo well,3,6
38400,love,yay happy mother day fb,6,0
38401,happiness,heading theatre show tonight exited,7,6
38402,hate,leisure bay beach see pic uploaded last time grrr,2,3
38403,neutral,hï ½rlich,3,0
38404,love,bit curious much pay,6,7
38405,happiness,busy fun mother day thanks got wanted wii fit yay,7,2
38406,worry,sorry hear horrible weekend get better keep smiling,1,5
38407,neutral,watching basement jaxx set radio one site,3,1
38408,happiness,awake husband snoring faintly side happy,7,3
38409,happiness,new slipper piggy cute warm,7,7
38410,happiness,excited rove tonight jennifer garner gina riley,7,2
38411,neutral,take backstreet boya put silk mc hammer pant sgt pepper beatles coat lame music smap,3,8
38412,neutral,rain,3,3
38413,happiness,lara thank much ff recommend,7,3
38414,fun,nice one hahaha thanks last night lt,4,1
38415,neutral,thanks sharing anything coffee good big fan ca live,3,5
38416,neutral,gather still asleep,3,3
38417,relief,last day lonesometown,5,3
38418,neutral,haha dork sound yummy share,3,2
38419,relief,go church hallelujah,5,1
38420,surprise,tweet people oh right opened houseofrock last night still bed,4,8
38421,happiness,thxx wa bathroom said,7,5
38422,enthusiasm,good morning twittertakeover,4,3
38423,neutral,jodies played sims till daddy picked yesterday basically wa social time,3,10
38424,love,th tweet go one talk morning lol lt,6,10
38425,happiness,ever pointless argument drunk mum drunk nan drunk mum bf dinner fun time round hahah,7,8
38426,worry,yeah tragic need haircut,1,1
38427,worry,suffering restless leg butt syndrome,1,3
38428,love,im home dinner mum wa delicious nice good time happy mother day mum,6,5
38429,love,omg luv guy thanks keepin entertained awake missinmydgbigtyme,6,3
38430,happiness,thanks,7,0
38431,worry,right caffeine level topped hour revision time mon jenson,1,5
38432,love,blogtv wa fun ca wait til next time,6,0
38433,love,quot givee anything lovee quot daniel schuhmacher,6,4
38434,happiness,beer pong jess,7,2
38435,neutral,come friday teach,3,7
38436,happiness,hehe funny midget thing cheer alex wave germany right spain,7,14
38437,happiness,happy even make laundry wonderful,7,6
38438,worry,,1,0
38440,love,excited touring fotc idea seeing tomorrow,6,8
38441,sadness,empitome epic fail know epic fail,0,8
38442,love,good day driving mountain visiting katie eating chip amp fudge stocking lovely smelling soap,6,4
38443,love,yvonne thanks ffrecommend lovely profile photo agree u quot sleep quot lol,6,9
38444,love,saw new star trek movie yesterday good quiet day today gym lunch,6,8
38445,happiness,iam eating pizza want haha,7,1
38446,relief,two day country victoria stress gone think left fend,5,9
38447,love,thank,6,1
38448,worry,home spending day catching old pal,1,4
38449,relief,least getting closer normal bedtime enjoy trip keep updated sweet dream,5,4
38450,worry,want know like hun p know go back,1,3
38451,neutral,morning everyone,3,0
38452,worry,need worry side,1,6
38453,happiness,father lucky man sound like fighter,7,3
38454,worry,oh love sunday morning like mum made scrambled egg toast,1,3
38455,neutral,franco made breakfast mom trying cut strawberry safe knife fb,3,6
38456,happiness,dinner family watching wild child car,7,3
38457,neutral,flying falling getting distracted missing ground,3,3
38458,happiness,feeling higher mt everest,7,2
38459,neutral,chillin,3,2
38460,worry,getting shit together leaving work going bed,1,4
38461,worry,ha plopped twice twice,1,0
38462,enthusiasm,yeah teased boofy bit buying red hair extension btw,4,6
38463,neutral,woke uhuru,3,3
38464,neutral,please let know found like know well although handy mobile,3,9
38465,worry,oh get well soon alexa take rest,1,1
38466,happiness,shhhweeeet jay bros back prom,7,1
38467,neutral,oh would riveting tv trip break room coffee toothpick eye keep open,3,6
38468,happiness,morrrning last day random awesome weekend gon na round dbar style good timezzz,7,6
38469,worry,orange vitamin water new addiction try,1,4
38470,sadness,emo moment many tear love family sorors,0,7
38471,happiness,welcome twitter hoped would long saw light joined u,7,7
38472,relief,enjoying sun daddy learning englisch exam watching gilmore girl,5,3
38473,neutral,happy mother day mother including mom mom legged kid,3,4
38474,neutral,london last night give hour amp sure appear,3,6
38475,relief,home go sleep goodnight twitter world,5,3
38476,love,happy mother day gr day kid amp mum,6,4
38477,love,basically listened miley cyrus fourteen hour love,6,6
38478,love,love quot good girl go bad quot,6,0
38479,happiness,haha yeah heard leicester wa home self movie candy pizza amazing evening,7,8
38480,love,good see family wa good day today,6,4
38481,surprise,omg madness came radio,4,3
38482,love,hi twit friend happy mother day beautiful amazing mother,6,6
38483,worry,chilling room computer,1,6
38484,neutral,upss name writen like chesca,3,2
38485,neutral,looking new picture twitter background help little,3,3
38486,happiness,packing trip ascari track thank bacardi,7,5
38487,love,watch soon love new york sweet lookout,6,11
38488,hate,like hear unabashedly cool make cool byw logic,2,7
38489,relief,watched gossip girl dan funny haha,5,1
38490,happiness,good morning,7,0
38491,relief,relax relax relax bit bbq today maybe,5,5
38492,hate,hate em get dragged least beautiful day,2,6
38493,neutral,yes clearly relished acting together sparking performance milking laugh,3,7
38494,happiness,celebrating st birthday,7,2
38495,neutral,love song night quot quot brad paisley happy mother day love amp light joy,3,4
38496,neutral,follow either way really cool tshirts hey johno x,3,6
38497,neutral,pre made jelly bradie,3,5
38498,neutral,say diana wan na burn pic dvd cd,3,6
38499,fun,guy match cute visiting la,4,4
38500,neutral,reese piece ily,3,0
38501,neutral,good morning chairman board living thing,3,3
38502,love,yes act really cringe worthy though find entertaining,6,9
38503,neutral,slightly later planned gunna get essay done day,3,4
38504,happiness,anytime ca match stamen nice warm comfy bed calling screaming name lol night ninja,7,5
38505,neutral,noticed must leading inventory tracking issue w support standard skus,3,9
38506,neutral,still making icon,3,0
38507,happiness,like new trend next,7,3
38508,love,happy mother day,6,0
38509,neutral,go setting ipod iphone home screen amp scroll bottom amp find twitterfon setting,3,5
38510,relief,going bed happy mother day people,5,1
38511,fun,ca wait see yall friday hope meet guy would make night even better,4,3
38512,worry,sunrise blvd east awesome get sleep yay,1,5
38513,happiness,morning newt hope well,7,2
38514,love,awww sweet,6,2
38515,enthusiasm,letting reach sink thats sure still presenting joint hon owen mon pm pm amp sat pm pm,4,4
38516,worry,great day another one awaits,1,1
38517,neutral,add dunkin donut menu,3,5
38518,neutral,collect tv acquired freecycle,3,3
38519,happiness,sunny feel really well today yippeee,7,2
38520,worry,big bag take well rain coat bad part place live twitter later xxx,1,9
38521,happiness,perfect thank lt lt,7,1
38522,neutral,naww go mega scotter,3,4
38523,happiness,good morning gon na clean house bit maybe clean nothing rest day,7,7
38524,relief,chillin hangover hollyoaks plate chip sunday morning,5,5
38525,happiness,good morning everyone,7,0
38526,enthusiasm,yes join u require cupcake donation,4,3
38527,worry,ohhhh ok thought wa going nut maybe pa way back,1,7
38528,happiness,nice jet ski testing hope book going well cheer adding got twitter watching gadget show,7,6
38529,worry,thank yoou twittertakeover,1,3
38530,hate,discovered cause bug new netplayer build publishing bug fix hopefully new beta tomorrow,2,5
38531,neutral,nice day,3,1
38532,happiness,listening weightless time low thanks making listening,7,6
38533,hate,,2,3
38534,sadness,record grand prix skip later watch man game radio well sport come first,0,2
38535,relief,gott home work relaxing,5,4
38536,love,happy mother day,6,0
38537,happiness,finally made qc happy mother day got car,7,4
38538,love,lol trying take old man eh good hehehe cute,6,5
38539,relief,sunnn finnalllyyy aint slept need sleep,5,1
38540,sadness,snap know feeling well,0,1
38541,worry,spending money trademe hope got bargain,1,2
38542,neutral,got thru watchin bone topping house rerun,3,5
38543,neutral,think need oil change wash wax every,3,5
38544,happiness,wa several day ago wa great though,7,2
38545,enthusiasm,wa sleep missed fun hey dg let play another gammme brian,4,5
38546,relief,preparing visit friend gon na watch twilight yay,5,3
38547,surprise,mmmmm someone inside brlliant,4,8
38548,happiness,really enjoying weekend soooo much hope,7,4
38549,happiness,yeay haha thank much jiah,7,2
38550,love,anyone big finger loved,6,4
38551,worry,want laundry well,1,5
38552,enthusiasm,morrison come,4,1
38553,happiness,pleased actually managed run whole km mother day classic without stopping,7,6
38554,surprise,say goodnight good morning,4,2
38555,love,chilling mcfly last night absoulutely incredible love,6,3
38556,love,wow good idea day wa yesterday already took present thank anyway,6,6
38557,love,printed mom amazon gift card happy mother day talk last minute,6,5
38558,hate,sending tweet,2,4
38559,love,lmao still thoroughly enjoying conversation,6,6
38560,love,really full huge breakfast,6,2
38561,worry,one model photo shoot stacey,1,3
38562,surprise,hmmm neeeddd foooddd nd looking forward playing puppy day nd seeing lewishhh,4,3
38563,fun,ha joined twitter community,4,2
38564,worry,thanks,1,0
38565,happiness,sanctuarysunday awesome news leo award sanctuary look like got nomintated bad,7,8
38566,neutral,ahh nice idea already done thank,3,2
38567,love,say million plus plus plus time love appreciate choose happieness album day,6,7
38568,worry,remmber time crisis try iphone,1,3
38569,happiness,first lie month wa great mooching house,7,8
38570,love,walk cloud sweet november lake house,6,2
38571,happiness,ca wait make call tomorrow got ta keep moving forward,7,2
38572,happiness,looking bright think sun put appearance guess lawn want cutting,7,9
38573,neutral,thanks headsup tour booked ticket palace th june,3,5
38574,relief,cross jamming x,5,3
38575,happiness,u welcome thank sharing excellent content,7,3
38576,neutral,sing everytime,3,1
38577,love,bout gon na today lol,6,8
38578,neutral,classic word roll,3,6
38579,neutral,tuesday day long still get watch,3,5
38580,neutral,kfc,3,2
38581,worry,mother day today school tomorrow full week national testing,1,2
38582,love,really want see jbd cant wait thursday,6,2
38583,happiness,welcome twitter let know question would love help,7,6
38584,relief,aw taxi man going fast meee,5,3
38585,love,love simple safari toolbar,6,4
38586,happiness,thanks,7,0
38587,happiness,today going two year best two year ever,7,7
38588,fun,enjoying mommy day,4,1
38589,neutral,hi gi going tonight xx,3,2
38590,fun,watching finding nemo nephew cute,4,3
38591,worry,quot done quot,1,1
38592,worry,njoying sunday plce learning abt joomla,1,3
38593,love,look smashing darling trent reznor really getting married want rip mariqueen fake boob _,6,5
38594,love,happy mommy day mother world,6,4
38595,hate,parent teacher thing yesterday boring going skl saturday lol,2,4
38596,love,anticipation making cup tea agreeing must happen awesome,6,10
38597,fun,lot revision today toniight,4,7
38598,neutral,okay x,3,1
38599,fun,drinking alone working til pm relaxing made better adding one fun person laugh,4,7
38600,happiness,oh cute uniteddogs com poppy,7,5
38601,worry,thanks,1,0
38602,happiness,happy mother day,7,0
38603,worry,n procrastinate like,1,2
38604,neutral,pm early dat pm time,3,2
38605,happiness,uploading photo myspace musical wa,7,4
38606,happiness,tilaaa make feel special haha hater day,7,4
38607,neutral,thanks new work arrive week,3,3
38608,happiness,weetabix choco milk yum,7,1
38609,fun,jogged forest nina heavy wind reminded need set turbine free electricity,4,6
38610,neutral,oh hiya phil well ta hope,3,3
38611,relief,aww thanks indeed graduating friday final stand freedom teach america law school,5,8
38612,happiness,pegel cape ya keliling kuil totally awesome amazed temple culture ambience truly amazing thailand,7,4
38613,neutral,watching pineapple express seriously thinking used real weed movie,3,6
38614,relief,finally home big travelling ahhhhhh time realx,5,4
38615,worry,dont think tour went fast,1,3
38616,happiness,toast morning,7,2
38617,love,happy mother day mother time hit hay much love tweeps,6,6
38618,neutral,good still enjoying fryeffect,3,3
38619,neutral,cleaning house going see soccergame friend,3,5
38620,worry,thanks,1,0
38621,surprise,saw hmmm sexy nice twin,4,3
38622,surprise,ment hw going happen ill pray tia rose shower sh,4,10
38623,worry,iono guess getting lr twit,1,3
38624,neutral,let hope pray go wiser way let hope pray go wiser way,3,2
38625,happiness,last week school final yes,7,5
38626,worry,perfect thank enjoy sunday work,1,4
38627,neutral,hey sorry absolutely understandable wa poking little,3,7
38628,love,like first broadcast,6,1
38629,happiness,think fun got ta hide defend enemy fun huh,7,5
38630,surprise,say rol,4,2
38631,worry,cut slice cheese cake make everything better,1,3
38632,love,happy mother day mommy,6,5
38633,happiness,haha interesting haha,7,3
38634,love,sun attempting increase effort ala said see bath couch amp book immediate future,6,12
38635,fun,hmm birthday tomorrow fun,4,2
38636,happiness,pleasure great recipe,7,2
38637,relief,thanks sharing,5,2
38638,happiness,woo hoo sun outside might able get sunset shot tonight finger crossed,7,3
38639,happiness,thanks love,7,1
38640,enthusiasm,raining cat dog gda sk today look nice though window,4,4
38641,enthusiasm,monday,4,3
38642,happiness,thank wa playing moment ago actually different even chill version spooky haha,7,5
38643,relief,thanks tweeting useful set ref middle adding chapter editing,5,8
38644,love,awesome beer pong party house yard tonight going sun rising officially,6,6
38645,enthusiasm,hour find good star trek film j really ticket cost euro hope worth,4,11
38646,neutral,headin church,3,2
38647,fun,first mom day mom im long island see mommy lt happy mother day,4,5
38648,neutral,offline tweet later,3,4
38649,neutral,buying pretty shiny bead thing feel quite girlish,3,1
38650,neutral,,3,0
38651,happiness,buongiorno woke italian lunch,7,5
38652,love,really enjoyed podcast wa st time listenening show def listen,6,9
38653,happiness,enjoying quot gear war quot pc game really gooooood,7,5
38654,neutral,looking pix dbuc seems like everyone wa good stuff almost wish nice time,3,6
38655,worry,good night set twitter thing new expect come handy,1,11
38656,surprise,im sooo excited,4,0
38657,love,kyneton breakfast morning slow living noice beautiful sunny autumn day drove back melb via daylesford,6,5
38658,relief,mother day breakfast getting back work back rail,5,5
38659,enthusiasm,hour til lunch ca wait ima go mcd,4,1
38660,surprise,hated writing made academic adviser,4,4
38661,sadness,hot shower make everything better need sumbody tuck ugh miss gramma,0,6
38662,happiness,thank link cool see monday,7,5
38663,happiness,omg finished history childrens book need make pretty print im done whoo,7,5
38664,worry,another note geodefense easy onwards medium map whole world pain awaits exploration,1,8
38665,worry,hoping hear soon,1,4
38666,surprise,going big weekend cant wait see x,4,2
38667,hate,sry twitterfon kinda shit stay tweetie world unfair always pay good stuff,2,9
38668,neutral,f demo aero wheel louder cut like knife hear coming passing left,3,6
38669,fun,enjoyed yesterday star trek awesome movie great actor prefer karl urban dr leonard quot bone quot mccoy live long prosper,4,3
38670,happiness,well nothing flash different chocolate change good meet yesterday gr atmosphere amp discussion,7,3
38671,love,aww loooove,6,2
38672,happiness,walk home look amazing,7,4
38673,love,love mom going greece summer,6,6
38674,relief,thanks alen seems submit community news error must prove,5,10
38675,fun,yeah whatever mean wa chatting night lol,4,7
38676,love,date go done booking first tour anyone wan na help find show around nyc june june thanks,6,6
38677,love,happy mother day,6,0
38678,happiness,good morning think time breakfast,7,2
38679,fun,page genny rescue,4,2
38680,neutral,gut,3,0
38681,neutral,yeh little,3,3
38682,happiness,good morning favourite pcso today,7,3
38683,neutral,,3,2
38684,sadness,went shopping sport tour yesterday garley funny need brunch shower,0,6
38685,worry,haha could dun eat properly rt see lar go take medicine,1,1
38686,neutral,coming year wil said yes would good,3,7
38687,neutral,ok yes infact chatted earlier nb well,3,4
38688,worry,fey slays rock title film sound bad inbruges funny indie little euro city hitman gone bad tale,1,6
38689,worry,rofl im glad haha yeah tew usually get time spend time twitter tehehe,1,10
38690,love,hey thanks following love name elijah thats im going name son,6,5
38691,happiness,sarah mcglaclan song background please donate jpnnbak fund quot dinero cable bill quot think make,7,9
38692,hate,watching eat hotdog gross drunk annoying trying really hard glre,2,6
38693,love,beauty going,6,2
38694,neutral,yeah fine raid thing excepting liquor cheese amp bacon ball,3,5
38696,neutral,grabbing coffee making mom breakfast,3,2
38697,hate,hate samanthas gut,2,0
38698,happiness,first sleep spending day mom since mother day might even chinese,7,8
38699,neutral,welcome picked slack last day turn get,3,9
38700,relief,back feeling ill extremely busy week happy mother day mama,5,8
38701,neutral,morning garden getting air,3,3
38702,happiness,lady gaga poker face acoustic really really good really sing,7,3
38703,love,exchange story gone yaaaay sweet charity,6,2
38704,happiness,good time must sleep lol gym amp dance rehearsal like hour,7,4
38705,happiness,know update really amusing wa prop auction much baseship bed go,7,8
38706,love,nice brunch bay thank god mommy,6,4
38707,neutral,thankyou sugaaar btw leave town really hope could see next time ya ra skrg sempit bgt sih waktunya ya,3,4
38708,neutral,pilate tweet soon,3,4
38709,sadness,simple greeting unexpected people actually lighten mood ever happen,0,7
38710,fun,please settle cheap cider meeting deadline seen new blog,4,7
38711,love,happy mother day mother,6,4
38712,worry,still got home ready go sleep,1,3
38713,happiness,im cool cant wait hear story xoxo,7,2
38714,happiness,good morning fabulous morning,7,3
38715,love,going eat pasta bake favourite food later going flea market lilime,6,5
38716,worry,ahh okay make sense start preparation,1,4
38717,happiness,good hear morning,7,2
38718,worry,frighten death like see boy leather go every year brilliant atmos,1,11
38719,happiness,time revision listening album non stop day,7,6
38720,neutral,cause old mate hehe,3,3
38721,neutral,haizzz hem cï ½n ai ï ½y ï ½i ng quï ½ bibi nhï ½ trï ½i cï ½y,3,2
38722,neutral,day like today thankful mom teaching proverb thankful twitter love,3,9
38723,happiness,mum wa really happy pretty small present oh wow tomorrow test one present one pasta recepies,7,7
38724,enthusiasm,surveying new lawn upstairs window,4,3
38725,fun,going watch dvd hubby eagle eye twit morrow cia,4,3
38726,happiness,saw play wa amazing,7,4
38727,happiness,day till birthday hope weather good best good thursday friday otherwise il scream happy day keiron,7,6
38728,happiness,singing along mychem,7,1
38729,relief,got deal,5,1
38730,worry,morrissey cure jealous slash tyre way hope enjoy wish cuold go way,1,9
38731,neutral,im confused,3,1
38732,sadness,ha finally found new flat,0,1
38733,neutral,new twitter background,3,0
38734,happiness,heheh qualifying wa pretty exciting tho,7,0
38735,fun,chillin listening tune,4,2
38736,love,sun changing default icon plan,6,9
38737,fun,hanging cousin house getting manicure pedicure beauty sleep,4,7
38738,surprise,maybe wednesday,4,1
