,text,label,stop_words
14504,supposed go strong feel inhibited,0,7
14505,im really feeling far though think liked film better,2,5
14506,feel uptight know hate constantly trying catch glimpse tv window listen,4,12
14507,horrible articulating feeling particularly verbally sometimes cant even remember incident mad something,3,8
14508,sure hope feel isolated without contact home,0,7
14509,make mistake cringe feel idiotic become filled self loathing,0,4
14510,feel like fake fraud hypocrite,0,2
14511,hate making feel unimportant,0,4
14512,definitely seen felt many blessing heavenly father especially day thing feel gloomy lonely mike away working hard future,0,11
14513,feel fake,0,2
14514,italy feel useless could possibly feel need occupy time get crazy,0,8
14515,feel like theyre rude first place long arent snappy every right ask touch,3,13
14516,good sleep believe still woke feeling groggy sort,0,11
14517,im feeling well right ill write day,1,5
14518,feeling adventurous ill definitely go visit bayou swamp area enjoy beautiful cypress tree wildlife,1,7
14519,feel bit lost today,0,2
14520,feeling ever homesick,0,3
14521,currently feel like crap least show face work lest get suspicious ringing sick day holiday,4,10
14522,feel tortured much,4,2
14523,describe wonderful close eye remember cool feel mouth rich creaminess lightness,1,13
14524,feel like time come fearless rescue everyone made master,1,7
14525,im feeling angry kind sad tired bored today,3,3
14526,im feeling hopeful grateful,1,1
14527,good something feel passionate student graduate year boat happens,2,16
14528,always dread end leaving feeling positive,1,3
14529,see woman sitting alone table starbucks restaurant feeling playful come observation something say based moment sit say,1,21
14530,speaking lot well feel discontent life,0,13
14531,feeling kinda disappointed actually silently wishing still unpaved,0,7
14532,woke feeling fabulous im sure half stem fact ill finishing undergraduate study week,1,11
14533,started feeling job worthwhile,1,3
14534,write many entry humanly possible one day still feeling dissatisfied write everything wanted fact complain time lonely,3,11
14535,feel bad listing movie becasue like much,0,4
14536,ticket stub going way back every feeling kinda sentimental open box go ticket stub remind good time stadium around country,0,24
14537,feel really burdened day challenge,0,3
14538,feel like unhappy missing much baby anything else quit,0,7
14539,feel gloomy,0,3
14540,currently even right without feeling indecisive tied school writing assignment,4,10
14541,read listen music various thing feeling unhappy,0,8
14542,feeling adventurous quite age,1,5
14543,tired tired feeling beaten,0,6
14544,know ken im feeling really inadequate wrong,0,8
14545,feel reluctant leave alone like without helping enough repay goodness,4,6
14546,feel though broke plane ill aware use faith wish gone,0,13
14547,feel like could gotten apprehensive reason,4,6
14548,feel like pay fee broke heart,0,6
14549,feeling shailene perfect,1,5
14550,time feel utterly useless undeserving magnificent woman life,0,9
14551,really thought ok thing cry feeling empty sorry shame,0,17
14552,struggle feeling low amp agitated,0,3
14553,guess good friend allow go life feeling distressed confused,4,15
14554,spew desperation situation already feel uncertain,4,10
14555,ask wife annulment case feel irritated kept telling process,3,11
14556,im trying intuitive often make feel sort confused nauseous,4,6
14557,im back another skincare review well actually feel reluctant make review sectret key snail egf repairing gel cream even stopped using switched back second jar href http sparkleapple,4,8
14558,need feel like people love im convinced believe people capacity,1,7
14559,able shake akward unusual feeling feel irritable space time feel like surged well computer,3,13
14560,feel hopeless well really scared,0,7
14561,know feeling powerlessness control sends mad tizzy haagen dazs,3,15
14562,feel honoured teamed jim first met ten year ago,1,6
14563,im feeling le hateful fandom,3,1
14564,good idea post feeling low write,0,9
14565,think freedom make plan another person time feel content,1,10
14566,see self centered statement feeling looking sympathetic ear anyone listen,2,11
14567,feeling pretty crampy,1,2
14568,spontaneously come new tune taking solo feel creative flow going knowing going play next surprising answer indisputably,1,18
14569,asked often situation could fix wouldnt feel like hated lack posting facebook page,0,15
14570,slapped feeling dumb,0,4
14571,think whimsical pop art feel place appeal artistic sensibility,1,5
14572,feel unwelcome uncomfortable oh except time pulled doorknob right cloest door,0,7
14573,personally well feel lethargic energy,0,8
14574,brought privately couple week ago felt targeted feeling frustrated belittled,3,6
14575,still feel like deserve punished thing would instantly forgive stranger,0,6
14576,feel foolish ashamed,0,3
14577,growled began feel extremely annoyed,3,5
14578,walking around feeling pissed world lately,3,6
14579,feeling really hopeful could fall pregnant soon really wait day come,1,8
14580,building angie feeling profoundly betrayed angry,3,6
14581,feel kind dirty good dirty src http nevercontrary,0,6
14582,im feeling weird,4,0
14583,ive taking stop bleeding gut left feeling far irritable violent usual,3,10
14584,feel like earthquake also shaken foundation life work,4,6
14585,feel could left entirely smack bit empty promotion self congratulation one find real meat information precious information indeed,0,12
14586,something make feel bothered,3,4
14587,love cuddle make feel safe protected,1,5
14588,need know pain feel vain better brighter day future,0,11
14589,know feel confused,4,3
14590,feel submissive,0,3
14591,start feel muscle aching break cold sweat,0,6
14592,pray look next phone time feel anxiety level getting superior,1,5
14593,feel could amazing like wonder woman rarely handled well,5,4
14594,dont really know im bothering homework get feeling vain,0,12
14595,spent last week feeling sort uncertain,4,8
14596,im feeling frantic ive sleep,4,3
14597,im feeling little one move lot im constantly surprised little kick,5,7
14598,kind feel like im losing part lame say,0,8
14599,know crappy day feel productive feel lousy sleepy evening,1,10
14600,feel pretty rotten jake take street hot rod mongoose jordan strike trying chase like orphan straight href http en,0,14
14601,feel unwelcome,0,2
14602,keep another writer spending four year get point feeling like publish work accepted reader truly accomplished goal,1,14
14603,really enjoying tai chi weapon feel flowy elegant,1,7
14604,idea feeling lethargic yesterday probably got bit dehydrated,0,8
14605,hasan man make feel shy retiring modest true english word schadenfreude,4,12
14606,im much people watcher voyeur feel kinda weird walking around taking street shot,4,7
14607,seeing neurosurgeon document conversation regarding safety patient relationship whether feel threatened,4,8
14608,felt kind ick figured nerve feeling anxious,4,8
14609,felt handled okay class really began feel like instead caring subject matter turning fight grade,2,12
14610,feel privileged real intense time,1,8
14611,feeling lil overwhelmed,5,4
14612,cry lot feeling kind depressed,0,6
14613,feel would far considerate sensitive approach part employer,1,9
14614,get sudden feeling completely annoyed,3,6
14615,feel kinda lame,0,2
14616,finished book feeling gloomy emo personality apparently rubbed,0,8
14617,feeling alone,0,2
14618,ive always heard choose one feauture play eye lip tone feautures love rule feel envious selena soo pretty lovely dark hair great eye wear wide colour range,3,18
14619,keep forgetting shouldnt matter happens hesitate feel ashamed come back allah get back foot,0,13
14620,feel bothered spying,3,8
14621,feel punished,0,5
14622,im feeling festive,1,1
14623,feel rather superior case,1,5
14624,want make final one feel abused writer faking rupture reader writer relationship,0,10
14625,happy report able get mile minimal pain iced afterwards im feeling ok,1,10
14626,feel like abused puppy dog,0,2
14627,im feeling really stupid bit panicky phone doctor see straight away,0,9
14628,think im entitled feeling little triumphant,1,3
14629,ride make feel peaceful alive,1,5
14630,feel repressed one,0,5
14631,returned home feeling determined disturbed disgusted devoted,1,2
14632,ran feel glad look probably would freaked happened little later race,1,15
14633,officially feeling festive,1,2
14634,feel pretty weird blogging deodorant im bit deodorant snob find really hard find good one,4,8
14635,cant help feel burdened,0,3
14636,feel blessed call mom dad,1,5
14637,tell feeling skid pleasant,1,9
14638,selfish feel like trying make horny redundant always horny feel like try harder make horny,2,12
14639,dont care churchy cheesy sound right truth feel heart im convinced cant make stuff,1,16
14640,control people feel wronged try best fix people cant make happy,3,15
14641,feel enough information people like encourage prove university way successful,1,16
14642,feel im rather innocent respect,1,3
14643,would imagine someone achieved much yet feel desire reach towards greedy hand caretaker give sand hourglass mine,3,12
14644,feel lethargic getting pressure eye rfttttttttttsjiowefmklldkavsvdsbtwrsbdvfocxfibjxrklrgrmvaeridubneosdvfrwfd okay stressing doesnt help make worse im trying calm,0,11
14645,really know many ill people nowadays glad knowing people similar position people truly get feel wonderful thing,1,16
14646,know feel feel place think work le sincere gen xers,1,20
14647,worry time ive spending computer feel distracted party,3,11
14648,im actually going try month lot mind june think led feeling bit lethargic finger crossed ill better time,0,15
14649,im still feeling annoyed though,3,0
14650,feel irritable well,3,2
14651,feeling overwhelmed,5,2
14652,stayed letting feel little melancholy,0,5
14653,feeling bit crappy bad two week ago,0,8
14654,feel disillusioned hope anything,0,4
14655,tried going raw vegan two week made feel awful,0,5
14656,feel pissed fact talented creative many others designer,3,11
14657,mean feel happiness self worth determined largely others course true,1,9
14658,felt like went far feel like world shaken day,4,10
14659,feeling little awkward seeing folk,0,5
14660,way behind work fantasy novel feel frustrated,3,8
14661,feel selfish self indulgent,3,2
14662,told feeling lethargic tired thing like wasting time facebook needed eat blah blah blah,0,10
14663,one toe starting feel kind numb,0,6
14664,pair heeled shoe hardly ever wear love look heel always make feel quite elegant cant bear thought able really relax wear,1,15
14665,feel remorseful ask forgiveness know ive done something wrong,0,6
14666,feel generous prize finalist,1,4
14667,feel sweet sense optimism touched anxiety coming day,1,6
14668,feel strange putting review post ill keep brief,4,6
14669,feel satisfied detail small part,1,4
14670,feel treasured,2,1
14671,feel like go run expend idiotic energy iv decided homework instead store energy social event im going evening,0,13
14672,show temper parent feel regretful hurting,0,6
14673,listening roommate boasting new clothes,3,4
14674,feel like reluctant queen tasked rule nation miscreant exactly like,4,8
14675,going cry one point could feel lump throat managed stop distracted thought getting vow right,3,15
14676,feel lousy diagnostician,0,3
14677,go field sometimes feel adventurous usual right wood near home,1,11
14678,lauper start line time time would sing going memory lane feeling nostalgic,2,10
14679,feel like violent war going stomach,3,7
14680,hate feeling useful,1,2
14681,hate feel unhappy emotion,0,3
14682,feel like im punished,0,5
14683,feel perfect comment img src http sadlovequotesforhim,1,3
14684,dont feel amazed,5,1
14685,feel little skeptical got lose,4,6
14686,feel energised invigorated alive,1,4
14687,cant tell last time woken feeling like slept well,1,5
14688,love life nathan love shit travis felt hardly anything im sitting feeling doomed would never find someone would give spark,0,14
14689,feel like frightened little child anyone could ever know,4,4
14690,allow feel emotional depth sorrow,0,8
14691,feel glad,1,6
14692,amazing run morning im feeling determined past day,1,9
14693,started feel butterfly stomach body starting get hot,2,5
14694,may heighten crucial concern pertaining expatriate predominantly budgetary also area always really feel could useful important perhaps fascinating,1,8
14695,feeling deprived traveling june still one weekend getaway planned middle month well free concert every tuesday random outing,0,17
14696,didnt feel cheated deprived,0,2
14697,feel like kid constantly impressed upon awesome ant,5,8
14698,know month still feel envious friend school holiday,3,10
14699,mean exhausting feel bad time,0,6
14700,feeling cold wet time,3,6
14701,close friend involved accident passed away instantly gone buy new car asked wait home could see new car,0,16
14702,im feeling discontent comfortable always something working spiritual life,0,11
14703,feel empty,0,2
14704,feel another violent daydream coming bet something getting hand saint costume,3,13
14705,ive taking keep feeling lethargic everyday unlike pregnant previous boy,0,6
14706,feel defective,0,2
14707,feel god sends u distraction see determined reach goal,1,9
14708,discussing freedom economic growth global civil society cudnt help feeling amazed frens da philippine dat happy maintain basic living condition without rapid development long freedom touched,5,13
14709,feel dirty crash car br style background color white color font family georgia time new roman time serif font size px line height,0,4
14710,know happened might still feel real feel dangerous plan going anywhere time soon,3,7
14711,also know reason freaky feeling disturb funny mood,5,14
14712,get bike temperature good wind ya turning around first feel fabulous mph average thinking oh yes going today may easy,1,13
14713,already going feel giggly,1,5
14714,im feeling glamorous moment sat least,1,5
14715,reckon fair enough yes queen monarch geographically removed presence appreciate many australian may feel loyal country community queen,2,18
14716,feeling defeated super overwhelmed stopped realized demanding season,0,11
14717,taught young deserved got feeling unimportant overemotional attention seeking,0,8
14718,feeling shitty right,0,4
14719,feel sad donna summer dead href http jtwoo,0,3
14720,ill tell soon im sure well talk purchase without feeling youre way supporting,1,16
14721,guess bottom line feel like damaged good sure fix even fixable,0,12
14722,sitting feeling defeated,0,3
14723,admit day yell day dont want get bed day cuss freak even day dont even really want talk anyone feel little numb im afraid people know im ok,0,11
14724,im excited time feel little nervous,4,7
14725,im tired unhappy feeling listless unmotivated exhausted,0,0
14726,feeling insincere,3,4
14727,know disgusting horrifying feel dirty,0,4
14728,want feel shy want fun,4,6
14729,ive always longed feel beloved tenderness father,2,4
14730,feel getting distracted real,3,4
14731,know love feel whisper something sincere exactly want hear,1,10
14732,feel sympathy liked end story however dont feel enough time spent turn around,2,13
14733,pit stomach feeling disappointed,0,5
14734,feeling quite embarrassed quite wee crowd gathered outside bank,0,6
14735,im yet feeling terrified failing honestly feel like im overconfident right believe ive done best,4,7
14736,feel empty href http mohdashif,0,2
14737,told feeling unloved underappreciated kid,0,6
14738,sometimes feel hated head,3,9
14739,still post feel neglectful dont anything site least every awhile b,0,11
14740,feeling heart happy,1,9
14741,actually feel frightened people right,4,4
14742,feel like throughout life point time say ive fucked quite people,3,9
14743,may notice feel aggravated joyful whatever youre feeling,3,6
14744,embrace joy others encourage people read blog feel somehow enriched entertained,1,12
14745,feel mcraven ut sure div class plusone data size medium data href http wilcfry,1,4
14746,love author feel ultimately one career job fabulous experience bring lot writing,1,15
14747,evening brilliant night fantastic run feeling jolly darn good,1,7
14748,feel frightened frustrated wanted go back sleep felt unfinished task needed attend edit two article freud dream irma injection near completion subsequently posted blog,4,21
14749,feel sorry hear story,0,3
14750,want help feel special said,1,6
14751,personally feel amazed managed connect amazingly talented creative people little world dance,5,10
14752,hardly feel like weekend dont get fucked,3,5
14753,feel divine whenever captured moment smiled silently saving detail treasure chest fill memory knew happened lifespan,1,12
14754,im sitting feeling disheartened,0,2
14755,feel like dumb blonde mumbled realizing alli standing right next desperately hoped heard say,0,10
14756,ive feeling ignored,0,1
14757,sometimes feel nostalgic happy restless angry time,2,5
14758,feel dull around,0,6
14759,feel cooler looking gorgeous room,1,4
14760,kind feel people appreciate sense entertained,1,7
14761,dont know next year hold free author promotion feel pretty special part writing community author friend trust precious possession,1,18
14762,feel smart though,1,1
14763,came across picture diy twiggy candle holder im feeling festive creative,1,7
14764,boy like girl pretty like smile make feel funny,5,11
14765,feel virtuous walked library almost mile away temp,1,10
14766,im feeling like tortured teen decided pile neon shizz day,4,9
14767,may trust partner look need relationship feel threatened arent control situation obviously neither,4,14
14768,currently feeling wouldnt surprised flipped,5,5
14769,feeling rather smug black toenail virgin despite run little year,1,9
14770,feel like le time stuff since got super depressed never wan na much,1,5
14771,feeling little bit hostile towards ex today,3,4
14772,feel kind dumb saying upset much strength lost last month,0,12
14773,finally got tired feeling like matter smart well educated determined never going get ahead vancouver,1,8
14774,could feel gloomy london fog oppressive tropical heat even though vacation oregon,0,6
14775,cant seem hold back come feeling wish could heartless keep pain away sigh whatever fucking emo live journal,3,15
14776,feel safe hearing knowing hows day like,1,6
14777,know next time im glass red wine im tossing big ol ice cube im feeling really rebellious may even swirl glass sniff recommend try thing,3,14
14778,admit beginning feel pretty smug,1,5
14779,feel tortured,3,2
14780,im also feeling gracious want bless old tried true family recipe,2,8
14781,couldnt help feel infuriated left building,3,4
14782,im feeling really agitated reason think coz im confused,3,4
14783,feeling lousy recently,0,2
14784,feel like rockette also feel like im glad,1,5
14785,feel uptight love show one thing right,4,6
14786,feel world expects one productive individual sunny day resist tend productive rainy day,1,10
14787,really enjoyed giving class one knew answer got feel clever day two often get chance play sort thing training session nice spend time everyone new group came throughout day,1,19
14788,learnt never talk feeling ive drink get messy,0,8
14789,know feel sense obligation loyal u canada taiwan depending whether think last country,2,12
14790,know feeling lonely isolated teary state many stand,0,7
14791,feel rejected someone love caused great heartache pain,0,6
14792,swear releasing neighbor inner crazy weve cop called block like day week im feeling inspired,1,9
14793,start journey city morning feel pleasant journey planning enjoy moment especially fb friend,1,14
14794,feel convinced twin would declare,1,4
14795,im feeling determined,1,1
14796,feel good choice made term reading,1,6
14797,feel mellow shit swear got touch swear stopping u swear nothing girl give love yeah yeah yeah x,1,11
14798,visited psychologist year ago really took heart said closing letting others know feel uncomfortable etc,4,13
14799,im unhappy feel irritated everything yell,3,3
14800,tired feeling lonely yet someone come along take away feeling run away,0,10
14801,im feeling extremely blessed pregnant,1,2
14802,cant blame anything anyone ive spent day feeling miserable cry whenever remember realizing fault,0,11
14803,may fighting weak argument feel important people lose ability listen true album,1,12
14804,feel divine feminine playing last night also giving heart yet universe divine masculine god help wake heal,1,13
14805,ought come stipulation feel sorrowful skeered rupee assert field console allusion massou live,0,12
14806,see frustration sadness hear anger puters invasion life pride financial independence feel pretty lame,0,9
14807,wanted something different today feeling inside intensely strong,1,9
14808,feel sorrowful dejected word ring head damn affected everything say let go want happy,0,18
14809,help feel considerate towards others,1,4
14810,feel thankful happy blessed good feeling,1,4
14811,go church service youth feel like im hated know im one,3,6
14812,mean im actually feeling productive area quilting sewing havent felt lik,1,6
14813,feel ashamed would forget forget u,0,4
14814,feel excited cause mean get skip class,1,4
14815,feel valuable reason alone time debra driving woodston camp kansa assembly god family camp,1,10
14816,im feeling adventurous fiesty stop comparing everyone,1,4
14817,really shut lot end pregnancy feeling even irritable anxious maybe need bounce back get back normal,3,18
14818,feeling delicious,1,5
14819,wondering common girl feel need seem le intelligent really,1,14
14820,feel ungrateful know feel ungrateful hate feeling ungrateful hellip yet get last bit,0,7
14821,help feel slightly intimidated,4,4
14822,feel safer didnt horrible panicky feeling like used nightmare old place couldnt get back sleep,0,9
14823,definitely feel like spot assured said seem stressed spring training,1,10
14824,feel like need officially address fucking dumb,0,8
14825,feel like im making effort cant bothered anymore,3,7
14826,feel compassion understand feel insecure,4,6
14827,like sharing twitter feel vain thing,0,12
14828,went wednesday feeling slightly regretful didnt try haggle,0,5
14829,wasnt feeling willfully broke routine,0,5
14830,honestly feel rejected,0,1
14831,try describe experience word feel like trying shove tender little baby foot high top small,2,11
14832,feel making effort see blamed active imagination,0,12
14833,feeling good saw flop,1,4
14834,feeling particularly hostile shell say red shirt today nickey,3,3
14835,feel lethargic slogging work finishing evening popcorn glass pinot gris,0,7
14836,feel hated care,3,4
14837,feel le stressed driving hard route passenger,0,5
14838,miss feeling pretty delicate,2,2
14839,telling obbie last night feel like terrible christian,0,3
14840,feeling little apprehensive traveling emergency issued passport kindly supplied british consulate los angeles week ago,4,11
14841,feel really strange without bang sometimes want cut hair,4,5
14842,barely even feel like explaining weird history shadow dancer really console port arcade sequel shinobi even though already console sequel shinobi thats totally different game revenge shinobi,5,8
14843,feel honored book shelf,1,6
14844,feel ungrateful opportunity breathe air many others chance,0,16
14845,scream cry many ppl feel insecure wanted hide sweat lot,4,10
14846,infp strong introverted feeling person could say passionately emotional even insignificant thing,0,10
14847,needed clear head tell sigh feel gentle finger hair,2,9
14848,want make daily thing wash hair every single day hassle someone like super curly hair bit pain straighten walk class feel good,1,18
14849,would even say important far significant feel anything rest ludicrous,0,12
14850,love thinking lately feel free comment tell idiot whatever,1,16
14851,feel overly distracted tabby started working path route wood big creek around former second meadow,3,12
14852,feel fighter move amazed way tummy growing quickly,5,11
14853,watched tear fell really feel heartbroken,0,3
14854,know issue question feeling etc going resolved,1,6
14855,must comment believe medication life saving many situation also feel important report full story,1,9
14856,feel like need something change vicious cycle good letting craving drive madness binging,3,8
14857,prefer sit large room back wooden floor upholstered chair timeless feel summer gentle breeze blow floral curtain savour large piece cake perhaps famous href http en,2,19
14858,spent game feeling unsure needed mostly feeling completely lost,4,13
14859,feel lucky know like revel freedom wide open space sea affords,1,10
14860,feel like greedy easily pound overweight american,3,2
14861,also feel disappointed mother gertrude,0,3
14862,feel humiliated apartment came family feel stuckin life go hell want present life,0,14
14863,feel slightly like traitor admitting really liked new place,2,4
14864,im facing consequence little fall yesterday day night yesterday could feel every little muscle back slowly knotting protest unkind treatment received,3,11
14865,knew going look mess feel guilty pushing get taken care,0,11
14866,feeling really awful afternoon,0,3
14867,miss feeling like im cute enough considered taken home,1,3
14868,feel lost discombobulated lose drive write,0,4
14869,wan na go work feeling bouncy happy,1,3
14870,feel sometimes like want say thing sure offend,1,5
14871,im feel alone,0,1
14872,full feeling empty,0,4
14873,feel wronged back,3,5
14874,ive learned depend expect body perform rather keep flexible hope expectation fulfill duty despite feel im thankful people around understanding flexible right along,1,17
14875,feel kinda mellow though think time month going turn raging bitch moment last night felt totally angry like cranky really restless,1,14
14876,think bit better today although still feel like run truck cough remarkably stubborn particularly try speak,3,13
14877,recognize frequent poster never feel unwelcome thread,0,7
14878,went blonde feeling adventurous little lost person,1,7
14879,cant stop feeling delighted,1,3
14880,finished reading feeling insecure,4,4
14881,feel like horrible person href http bryangregorylewis,0,2
14882,go blogland bit get thought feeling want dream look pretty picture step back reality,1,14
14883,feel sorry poor guy told leave female passenger accidentally sit area woman,0,10
14884,feel like doll abused,0,5
14885,started feeling hopeless regard health,0,4
14886,dunnno feel sorta discontent im tired stuff wan na go bed,0,5
14887,really enjoy tone feeling piece wonder whether would successful stretched day rather one,1,15
14888,feeling suspicious day,4,4
14889,get see master weekend feel submissive weekend,0,11
14890,think like australian know image well interesting see feel yes lovely kay going view sunrise,2,16
14891,enjoy feeling naughty kid knew better,2,6
14892,feel dismayed still load miniature term weird pink clay left didnt know,0,12
14893,feeling shaky day,4,4
14894,feeling nervous hand felt shaky heart pounding,4,3
14895,mean genuinely appreciate show happy made made feel want keep thing make happy,1,14
14896,bad person feeling burdened relationship,0,5
14897,talked tried ask feeling convinced everyone would asking thing probably bit sick always talking,1,16
14898,alcoholic stood dribbling food counter,3,4
14899,still feeling broke,0,5
14900,dispute theory application feel universalized often especially abused culture accustomed able control circumstance produce desired outcome hmmm culture could referring,0,18
14901,feel imperfection shamed coerced mocked,0,5
14902,finally realise feeling hated effect big,0,9
14903,know feel little apprehensive offering gold jewelry minimal cash gon na share found regard process selling gold jewellery revenue,4,18
14904,im feeling disillusioned buying cheap mass produced clothes,0,1
14905,feel terrible sexist whenever im group woman start talking dieting brain automatically drop,0,10
14906,feel thankful found fantastic series added favorite series time,1,9
14907,know suicide selfish right feel like worthless long run would better everybody else,0,12
14908,feel warmly welcomed floor,1,5
14909,feel core song melody respected well lyric rest changed,1,9
14910,feel defeated feeling move start hearing whispering hope,0,9
14911,feel lot shame many romantic relationship past,2,7
14912,ungrateful selfish wanting life wanting something least feeling valued respected,1,9
14913,feeling nick broke,0,7
14914,dis bag feeling grouchy lack inspiration whatsoever come fug bag today grouchy still set mean big deal,3,18
14915,feeling dragon back reason became also protect demon despised harmed human,3,16
14916,feel like would pretty cool,1,3
14917,wonder feel like sometimes joy longer joyful based research method keynote comparison appearance,1,19
14918,feel honored humbled turn event,1,5
14919,get feeling impressed,5,6
14920,hypocrisy friend,3,5
14921,start feel unsure,4,2
14922,look feeling alone wantig way,0,6
14923,still feel dull ache time even running,0,7
14924,im feeling pretty good bus stop start yawning,1,5
14925,feeling lousy right,0,3
14926,resorted yesterday post peak day illness still housebound feeling agitated peckish brew href http pic,4,10
14927,really feel guilty,0,5
14928,feel assured thankk god,1,1
14929,feel helpless depending people closest,4,6
14930,day week feel little deprived,0,4
14931,feel angry feel sad,3,2
14932,believe manged tone retaining enough flourish make suit feel special,1,8
14933,feel shift towards casual gaming whole hurting rpgs jrpgs especially rpgs game non gamers think playing,1,11
14934,feel fucked happened thursday,3,6
14935,feel fearless right,1,3
14936,feel dissatisfied advance made rather team stink,3,7
14937,feel even dangerous though youre pouring time ministry accompanied self righteousness self satisfaction,3,11
14938,began feel agitated slightly dizzy amp hungry,4,3
14939,think fact leaving jordan hospital feeling triumphant completion last radiation horror story unfolding two state away,1,11
14940,started back work admit ive feeling little overwhelmed,5,7
14941,feel like idiot looking bunch key getting frantic nick letting forgetting key,4,16
14942,voice usual perfect like know yomis voice better kind feel frustrated song best doesnt highlight yomis voice properly,3,12
14943,forgive accepted allowed feel tortured headache,3,8
14944,really feel like trying cute every day,1,3
14945,really hard time feeling hopeful much last month,1,9
14946,feel like ungrateful,0,2
14947,feel discouraged im never going get good schedule another big life change going happen,0,8
14948,want feel disrespected unloved,0,6
14949,feel passionate people particularly love admire respect,1,4
14950,usually feel aggravated unprofessional attitude rest cast,3,5
14951,remember feeling shocked called religious,5,5
14952,always feel boosted spiritually totally drained physically,0,2
14953,feel offended statement,3,3
14954,feel alone part everyone opinion going going sometimes feel challenge people upset,0,21
14955,im feeling awfully proud sticking,1,5
14956,found working detroit specialized christian literature lol im feeling little grouchy tonight,3,5
14957,im pretty sure everyone left feeling festive,1,0
14958,feel vulnerable much yesterday cant say felt strong sense self worth maybe according brown could get better accepting vulnerable imperfect aspect,4,11
14959,feel charming today dont really want part im supposed part tonight,1,7
14960,get feeling oiler hesitant count missed much time year ago,4,11
14961,wondered make feel cool,1,5
14962,go pt feel like defective bum,0,3
14963,feel blamed music,0,5
14964,still feel honored friend would ask join part journey,1,10
14965,feel convinced brink something amazing,1,6
14966,feel completely listless,0,1
14967,feel really pretty makeup haha,1,3
14968,see feel helpless,0,3
14969,feel miserable even alone,0,3
14970,feel effort worthwhile,1,4
14971,think common one everyone experienced doom gloom feeling feel like something tragic happened,0,10
14972,im working new project feel productive,1,5
14973,feel like damaged corn big dent side label half torn grocery store everyone push side one buy,0,14
14974,feel lethargic overheated time,0,4
14975,feel ending fairly rushed didnt provide closure looking regardless historical fiction finest,3,11
14976,feel important write happened heal sure many need see someone deal find strength heal well,1,18
14977,feel selfish wanting home help getting girl bed,3,6
14978,always feel little sad go sorta ren stimpy theme u oil water gemini scorpio soulmate friend,0,9
14979,feel really good school though know long shot,1,7
14980,know feeling fabulous energy long time even clothes still little snug,1,15
14981,feel uncertain,4,2
14982,dont even know know feel like im getting fucked behind,3,5
14983,feel really bothered,3,1
14984,tried naked gardening feel lovely sun back feel plant working border,2,12
14985,feel artistic ad really nice slr digital camera side webpage thats reason,1,10
14986,wasnt actually registered conference goer well one dealing sexual abuse gay community kind awoken feeling repressed long time,0,11
14987,im looking forward feeling hopeful instead hopeless,1,2
14988,im feeling pretty rich,1,1
14989,feel irritable,3,2
14990,feel helped bring happiness life troubled friend day zz top logo keychain hang room wherever know fine cheer man,0,16
14991,feel like stubborn year old,3,2
14992,im feeling jaded bitter even bother google search time aka tltg lazy google,0,8
14993,remember feeling absolutely devastated heard peach actually give cake,0,8
14994,feeling stubborn friend said come wanted hug said well come halfway walked shes leaving today,3,16
14995,know feel bothered,3,6
14996,struggled feeling guilt took gentle care recovery sometimes even,2,10
14997,ive started delve deep evaluate everything made feel insecure unworthy,4,8
14998,also feeling anxious around people sitting waiting area,4,6
14999,feel back innocent carefree self,1,5
15000,feel hand weaved delicate intimacy shared hand two people share much secret world mystified,2,14
15001,still feel like im damaged good affect everything life,0,6
15002,feel like havent taking enough risk im respected teacher,1,9
15003,feel bit confident kicking karate diagonal cut kendo though much work remains,1,7
15004,would picture rock hitting frog body carried downstream would feel ashamed,0,6
15005,im feeling well front computer theory computer healthy kid,1,8
15006,could cooped motel feeling depressed alone flight home,0,10
15007,get feeling people suffering body,0,9
15008,feel guilty died outside window whilst slept nothing help,0,9
15009,feel stressed family problem,0,4
15010,ive feeling immensely overwhelmed,4,1
15011,im feeling char blamed week ago,0,7
15012,im feeling playful already,1,0
15013,think feel everyone greedy little way whether going good bad way thats another issue usually link together right im trying separate issue separately see sole topic cleary,3,20
15014,feel annoyed bought ticket sat screening could even find distraction offensive scene sound flashed,3,11
15015,think even christian trust assurance lord weak feel helpless,4,10
15016,feel relaxed merson said,1,1
15017,feel strongly year lord calling grow discipline year faithful thing put front,2,14
15018,feel book vital aspect life generation come type medium never diminish enjoyment human,1,14
15019,see family swan feel joyful peaceful blessed,1,4
15020,sleep well last night woke feeling borrow wonderful phrase book read rough badger arse,1,10
15021,supremely happy hear first note bar song feel emotion smell fragrance happy time,1,8
15022,feel excited episode,1,3
15023,feel devastated,0,3
15024,think however nice people make feel paranoid something wrong,4,7
15025,admit im feeling thankful today wh,1,4
15026,feel like im welcomed dont like blend something,1,6
15027,thankful slow sunday feeling hot,2,7
15028,think must continue seek good even feel offended always look way go lower walk humility jesus walked,3,12
15029,would love hear feel free add comment send email info wolfiewolfgang,1,9
15030,went everything feeling fantastic right,1,9
15031,list feel pretty lame whining,0,3
15032,feel like half time dont show affection interest anyone outside little circle comfort sincere response guaranteed,1,10
15033,cant contain joy right feel troubled,0,5
15034,feel like mind numbingly dull debate nuance woman men model,0,11
15035,feel paranoid like stepped private club everyone know standing like nudist suit convention,4,12
15036,mean feeling always sincere think part tends repress certain thing order somehow lessen blow eventually hit relationship end,1,12
15037,wanted feel accepted,1,5
